STT,Id,Mã KH,Tên,Điện thoại,Mã Số Thuế,Nhân viên bán hàng,Khu vực,Địa chỉ,Vĩ Độ,Kinh Độ,Xã/Tỉnh mới,,,
3931,161128,2STVANTHOM,HỘ KINH DOANH TRẦN VĂN THƠM,84988991136,94064013851,LÂM PHÚC VINH,T25 - SÔNG HẬU 7,HÒA PHÚ - AN LẠC THÔN - TP CẦN THƠ,"9,894447207","105,8804245","Xã An Lạc Thôn,Thành Phố Cần Thơ",,,
3932,198000,2STVIETNONG2,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP VIỆT NÔNG 2,907833072,89093014649,LÂM MINH CHIẾN,T25 - SÔNG HẬU 7,"Khóm Cà Lăng A, Phường 2, Thị Xã Vĩnh Châu, Tỉnh Sóc Trăng, Việt Nam.","9,32671846","106,004543","Phường Vĩnh Châu,Thành Phố Cần Thơ",,,
3933,160314,2STVINHKHOI,HỘ KINH DOANH VĨNH KHÔI,869922929,8313098407-001,Nguyễn Lâm Quốc Thắng,T25 - SÔNG HẬU 7,"SỐ 302, KHÓM VĨNH TIỀN, PHƯỜNG 3, THỊ XÃ NGÃ NĂM, TỈNH SÓC TRĂNG","9,520864165","105,5648483","Phường Mỹ Quới,Thành Phố Cần Thơ",,,
3934,147307,2STVOTRUNGTRUC,VÕ TRUNG TRỰC,945554678,94088019422,Cao Thành Duy Tân,T26 - SÔNG HẬU 8,"ẤP TÂN NGHĨA, XÃ LÂM TÂN, TP CẦN THƠ","9,517977645","105,7643773","Xã Lâm Tân,Thành Phố Cần Thơ",,,
3935,160408,2STVOVANBANG,HỘ KINH DOANH VÕ VĂN BẰNG,939622632,8591771218-001,LÂM PHÚC VINH,T25 - SÔNG HẬU 7,"SỐ NHÀ 21/1, ẤP 4, XÃ BA TRINH, HUYỆN KẾ SÁCH, TỈNH SÓC TRĂNG","9,850887164","105,8919307","Xã Đại Hải,Thành Phố Cần Thơ",,,
3936,147309,2STVTNNMINHTAM,HỘ KINH DOANH VẬT TƯ NÔNG NGHIỆP MINH TÂM,84939681668,94188001809,Cao Thành Duy Tân,T26 - SÔNG HẬU 8,"ẤP TRƯƠNG HIỀN, XÃ PHÚ LỘC, TP CẦN THƠ","9,4450222","105,7288797","Xã Phú Lộc,Thành Phố Cần Thơ",,,
3937,156388,2STVTNNTHANHLIEM,HỘ KINH DOANH VẬT TƯ NÔNG NGHIỆP THANH LIÊM,776177007,94073001018,Nguyễn Lâm Quốc Thắng,T25 - SÔNG HẬU 7,"ẤP CHỢ, XÃ TRẦN ĐỀ, TP CẦN THƠ","9,5490424","106,1629591","Xã Trần Đề,Thành Phố Cần Thơ",,,
3938,147310,2STVTNNVINH,CỬA HÀNG VTNN VINH,84945213998,94173012745,LÂM PHÚC VINH,T25 - SÔNG HẬU 7,"ẤP 5, XÃ LONG PHÚ, TP CẦN THƠ","9,602695293","106,1252467","Xã Long Phú,Thành Phố Cần Thơ",,,
3939,147311,2STVUONGTHANHTAM,VƯƠNG THÀNH TÂM,84983833385,94052004037,NGUYỄN HỮU PHƯỚC-SH4,T25 - SÔNG HẬU 7,"SỐ 292 ẤP PHƯỚC LỢI, XÃ THUẬN HÒA, TP CẦN THƠ","9,683259018","105,958925","Xã Thuận Hòa,Thành Phố Cần Thơ",,,
3940,156389,2STVUVANLAM,HỘ KINH DOANH VŨ VĂN LÃM,963323139,94072020642,LÂM PHÚC VINH,T25 - SÔNG HẬU 7,"ẤP BA RINH, XÃ ĐẠI HẢI, TP CẦN THƠ","9,7673724","105,8533474","Xã Đại Hải,Thành Phố Cần Thơ",,,
3941,197956,2STXIAKHEN,CÔNG TY TNHH THƯƠNG MẠI XÍA KHÉN,972838788,2200817755,LÂM MINH CHIẾN,T25 - SÔNG HẬU 7,"193 Khóm Cà Lăng A, Phường 2, Thị xã Vĩnh Châu, Tỉnh Sóc Trăng, Việt Nam.","9,327063944","106,0077341","Phường Vĩnh Châu,Thành Phố Cần Thơ",,,
3942,156966,2TBBUIGIATHANG,BÙI GIA THĂNG,913017989,34056009517,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"ĐƯỜNG LÊ QUÝ ĐÔN, XÃ KIẾN XƯƠNG, TỈNH HƯNG YÊN","20,3874728","106,4410386","Xã Kiến Xương,Tỉnh Hưng Yên",,,
3943,154442,2TBBUITHILIEU,BÙI THỊ LIỆU,973652368,34161005729,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"XÓM 12, XÃ ĐÔNG HƯNG, TỈNH HƯNG YÊN","20,554062","106,4165279","Xã Đông Hưng,Tỉnh Hưng Yên",,,
3944,152234,2TBCHVTNNBINHNGUYEN,CỬA HÀNG VẬT TƯ NÔNG NGHIỆP BÌNH NGUYÊN,904158309,34174019039,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"ĐƯỜNG LONG HƯNG, PHƯỜNG TRÀ LÝ, TỈNH HƯNG YÊN","20,4792024","106,359068","Phường Trà Lý,Tỉnh Hưng Yên",,,
3945,158554,2TBHTXNNTANPHONG,HỢP TÁC XÃ NÔNG NGHIỆP TÂN PHONG XÃ TÂN PHONG,987315845,1000754464,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THÔN Ô MỄ 2, XÃ TÂN PHONG, HUYỆN VŨ THƯ, TỈNH THÁI BÌNH","20,4729407","106,3114401","Phường Thái Bình,Tỉnh Hưng Yên",,,
3946,152060,2TBLAIXUANTRUONG,LẠI XUÂN TRƯỜNG,389616454,34065011164,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"XÓM 13, XÃ VŨ THƯ, TỈNH HƯNG YÊN","20,44454189","106,2703824","Xã Vũ Thư,Tỉnh Hưng Yên",,,
3947,152556,2TBLEHONGPHONG,LÊ HỒNG PHONG,963011966,1000407319,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THỤY BÌNH, THÁI THỤY, TỈNH THÁI BÌNH","20,5694688","106,5321332","Xã Thái Thụy,Tỉnh Hưng Yên",,,
3948,152212,2TBLESYQUAN,LÊ SỸ QUÂN,906112270,34075017399,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THÔN HOÀNH SƠN, XÃ BẮC THỤY ANH, TỈNH HƯNG YÊN","20,57920543","106,5176168","Xã Bắc Thụy Anh,Tỉnh Hưng Yên",,,
3949,156625,2TBMELINH,HTX DỊCH VỤ NÔNG NGHIỆP MÊ LINH,968741138,1000454118,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"XÃ MÊ LINH, HUYỆN ĐÔNG HƯNG, TỈNH THÁI BÌNH","20,576373","106,3054799","Xã Bắc Tiên Hưng,Tỉnh Hưng Yên",,,
3950,198783,2TBMINHHOA,HỢP TÁC XÃ  DỊCH VỤ  NÔNG NGHIỆP  XÃ MINH HÒA,909589194,1001188980,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"Xã Minh Hòa, huyện Hưng Hà, Tỉnh Thái Bình",,,"Xã Hồng Minh,Tỉnh Hưng Yên",,,
3951,152597,2TBNGOTHIDUYEN,NGÔ THỊ DUYÊN,971853669,34173014919,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THÔN MINH THÀNH, XÃ ĐÔNG THÁI NINH, TỈNH HƯNG YÊN","20,4844313","106,5287194","Xã Đông Thái Ninh,Tỉnh Hưng Yên",,,
3952,158556,2TBNGOVANTHE,HỘ KINH DOANH NGÔ VĂN THỂ,363155716,1000943729,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THÔN Ô MỄ 4, XÃ TÂN PHONG, HUYỆN VŨ THƯ, TỈNH THÁI BÌNH","20,4806874","106,3127793","Phường Thái Bình,Tỉnh Hưng Yên",,,
3953,156782,2TBNGOVANTO,NGÔ VĂN TỐ,934549900,8236615792-001,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THÔN SƠN THỌ, XÃ NAM BÌNH, HUYỆN KIẾN XƯƠNG, TỈNH THÁI BÌNH","20,3232192","106,4441287","Xã Bình Định,Tỉnh Hưng Yên",,,
3954,152401,2TBNGUYENTHETU,NGUYỄN THẾ TỨ,396400899,34059018417,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THÔN VÔ HỐI, XÃ NAM THỤY ANH, TỈNH HƯNG YÊN","20,53360779","106,4229441","Xã Nam Thụy Anh,Tỉnh Hưng Yên",,,
3955,156783,2TBNGUYENTHIHAI,HỘ KINH DOANH NGUYỄN THỊ HẢI,915146116,8645283805,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"KHU ĐỒNG TU 1, THỊ TRẤN HƯNG HÀ, HUYỆN HƯNG HÀ, TỈNH THÁI BÌNH","20,59786032","106,2019488","Xã Hưng Hà,Tỉnh Hưng Yên",,,
3956,158350,2TBNGUYENTHITHU,NGUYỄN THỊ THU,979968850,34188020898,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THÔN MỸ LỘC 1, XÃ VẠN XUÂN, TỈNH HƯNG YÊN","20,474086","106,2308415","Xã Vạn Xuân,Tỉnh Hưng Yên",,,
3957,152068,2TBNGUYENTIENVUONG,NGUYỄN TIẾN VƯƠNG,968227331,,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THÔN QUẢNG BÁ, XÃ QUỲNH HẢI, HUYỆN QUỲNH PHỤ, TỈNH THÁI BÌNH","20,65313298","106,3275904","Xã Quỳnh Phụ,Tỉnh Hưng Yên",,,
3958,158343,2TBNGUYENVANSANG,NGUYỄN VĂN SANG,936957151,,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"XÓM 4, THÔN ĐẠI HỘI, XÃ TÂN HÒA, HUYỆN VŨ THƯ, TỈNH THÁI BÌNH","20,4729102","106,3073683","Phường Thái Bình,Tỉnh Hưng Yên",,,
3959,160312,2TBNGUYENVANY,NGUYỄN VĂN Ý,976800986,8748120344,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,THÔN CẦU XÁ - XÃ QUỲNH HẢI - HUYỆN QUỲNH PHỤ - TỈNH THÁI BÌNH,"20,6542882","106,3463651","Xã Quỳnh Phụ,Tỉnh Hưng Yên",,,
3960,156823,2TBNGUYENYEN,HỘ KINH DOANH NGUYỄN YÊN,984404175,8373888015,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THÔN AN CỔ TRUNG, XÃ AN TÂN, HUYỆN THÁI THỤY, TỈNH THÁI BÌNH","20,6047014","106,5965701","Xã Đông Thụy Anh,Tỉnh Hưng Yên",,,
3961,156825,2TBNNTANHOA,HTX NÔNG NGHIỆP TÂN HÒA,974519204,1000747876,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THÔN ĐẠI ĐỒNG, XÃ TÂN HÒA, HUYỆN VŨ THƯ, TỈNH THÁI BÌNH","20,47686468","106,2995475","Phường Thái Bình,Tỉnh Hưng Yên",,,
3962,158341,2TBPHAMNGOCTRONG,PHẠM NGỌC TRỌNG,982508317,,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"XÓM 2, XÃ THÁI AN, HUYỆN THÁI THỤY, TỈNH THÁI BÌNH","20,5155271","106,5361943","Xã Thái Ninh,Tỉnh Hưng Yên",,,
3963,156213,2TBPHAMVIETTHANH,PHẠM VIẾT THÀNH,982785719,8023208129,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,THÔN THƯƠNG PHÚC - XÃ QUANG TRUNG - HUYỆN KIẾN XƯƠNG - TỈNH THÁI BÌNH,"20,36382897","106,4505885","Xã Kiến Xương,Tỉnh Hưng Yên",,,
3964,156784,2TBPHANVANTRIEU,PHAN VĂN TRIỆU,394534839,8523346744,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"XÃ THỤY QUỲNH, HUYỆN THÁI THỤY, TỈNH THÁI BÌNH","20,5970922","106,5548007","Xã Bắc Thụy Anh,Tỉnh Hưng Yên",,,
3965,151965,2TBPHIVANTHAO,PHÍ VĂN THAO,376840200,34068002686,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THÔN PHÚ XUÂN, XÃ ĐÔNG QUAN, TỈNH HƯNG YÊN","20,502155","106,3958697","Xã Đông Quan,Tỉnh Hưng Yên",,,
3966,151944,2TBQUYNHMINH,HỢP TÁC XÃ DỊCH VỤ NÔNG NGHIỆP QUỲNH MINH,974095679,8179156194,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"XÃ QUỲNH MINH, HUYỆN QUỲNH PHỤ, TỈNH THÁI BÌNH","20,67028791","106,3630991","Xã Minh Thọ,Tỉnh Hưng Yên",,,
3967,151966,2TBTRANTHILIEU,TRẦN THỊ LIỄU,975750643,34172002638,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THÔN KIM BÔI, XÃ NAM TIÊN HƯNG, TỈNH HƯNG YÊN","20,5392271","106,2929923","Xã Nam Tiên Hưng,Tỉnh Hưng Yên",,,
3968,196762,2TBTRANTHILOAN,HỘ KINH DOANH TRẦN THỊ LOAN,977444556,40187027896,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"Thôn Bá thôn 2, Xã Hồng Việt, Huyện Đông Hưng, Tỉnh Thái Bình.","20,5338273","106,2531333","Xã Tiên Hưng,Tỉnh Hưng Yên",,,
3969,158346,2TBTRINHTHITHO,TRỊNH THỊ THƠ,395961600,,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THANH TRAI, MINH LÃNG, HUYỆN VŨ THƯ, TỈNH THÁI BÌNH","20,4729925","106,2781006","Xã Thư Trì,Tỉnh Hưng Yên",,,
3970,154445,2TBVUHUUCUONG,VŨ HỮU CƯỜNG,985108226,8256297234,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,CHỢ TÂY XUYÊN - TT HƯNG NHẬN - HUYỆN HƯNG HÀ - TỈNH THÁI BÌNH,"20,63708979","106,1445557","Xã Long Hưng,Tỉnh Hưng Yên",,,
3971,156785,2TBVUTHINGOAN,HỘ KINH DOANH VŨ THỊ NGOAN,379933257,34173009483,Vũ Hoàng Hiệp,T02 - MIỀN BẮC 2,"THÔN LƯƠNG ĐỐNG, XÃ BẮC ĐÔNG QUAN, TỈNH HƯNG YÊN","20,5401559","106,39272","Xã Bắc Đông Quan,Tỉnh Hưng Yên",,,
3972,161753,2TG9TIEN,9 TIẾN,84733943251,1200522559,Ngô Trần Hữu Nhân,T15 - SÔNG TIỀN 3,"ẤP VẠN THÀNH, XÃ BÌNH NGHỊ, HUYỆN GÒ CÔNG ĐÔNG, TỈNH TIỀN GIANG","10,34616155","106,7069337","Xã Tân Hòa,Tỉnh Đồng Tháp",,,
3973,158186,2TGANHQUAN,ANH QUÂN,84982369713,1201489865,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"TỔ 1, ẤP MỸ VĨNH, XÃ LONG KHÁNH, THỊ XÃ CAI LẬY, TỈNH TIỀN GIANG","10,35733286","106,1035719","Phường Cai Lậy,Tỉnh Đồng Tháp",,,
3974,158882,2TGANTIEN,HKD AN TIÊN,989681978,82189011701,Đào Văn Dương,T15 - SÔNG TIỀN 3,"ẤP HỮU BÌNH, XÃ BÌNH TRƯNG, TỈNH ĐỒNG THÁP","10,3938809","106,1964089","Xã Bình Trưng,Tỉnh Đồng Tháp",,,
3975,147312,2TGBACHIEU,BA CHIỆU,84939835034,82068016217,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"ẤP 3, XÃ THẠNH PHÚ, TỈNH ĐỒNG THÁP","10,5094691","106,0390616","Xã Thạnh Phú,Tỉnh Đồng Tháp",,,
3976,154353,2TGBACONG,CƠ SỞ BA CÔNG,965080906,82160013298,Đào Văn Dương,T15 - SÔNG TIỀN 3,"ẤP TÂN HÒA, XÃ TÂN HƯƠNG, TỈNH ĐỒNG THÁP","10,5220514","106,3484137","Xã Tân Hương,Tỉnh Đồng Tháp",,,
3977,161287,2TGBANGKHANH,HỘ KINH DOANH VẬT TƯ NÔNG  NGHIỆP NGUYỄN BĂNG KHÁNH,84384541142,82093016146,Đặng Thành Dư,T17 - SÔNG TIỀN 5,"Tổ 9, ấp 3, xã Thanh Hưng,  Tỉnh Đồng Tháp","10,34228612","105,8347396","Xã Thanh Hưng,Tỉnh Đồng Tháp",,,
3978,147313,2TGBATHANG,BA THẮNG,84367059157,82071013622,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"ẤP LỢI NHƠN, MỸ LỢI A, CÁI BÈ, TIỀN GIANG","10,3692467","105,8745633","Xã Mỹ Lợi,Tỉnh Đồng Tháp",,,
3979,160253,2TGBAYDANH,CƠ SỞ BẢY DANH,986754495,8260168055,Đào Văn Dương,T15 - SÔNG TIỀN 3,"SỐ 101, TỔ 4, ẤP TRUNG B, XÃ NHỊ BÌNH, HUYỆN CHÂU THÀNH, TỈNH TIỀN GIANG","10,3950823","106,2217228","Xã Long Định,Tỉnh Đồng Tháp",,,
3980,161754,2TGBAYNHAN,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP BẢY NHẪN,834009250,862470866-001,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"ẤP THẠNH PHÚ, XÃ ĐỒNG THẠNH, HUYỆN GÒ CÔNG TÂY, TỈNH TIỀN GIANG","10,37140606","106,5793476","Xã Đồng Sơn,Tỉnh Đồng Tháp",,,
3981,158559,2TGBAYTHO,BẢY THO,84938996200,1200331699,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"ẤP KHƯƠNG THỌ, XÃ ĐỒNG SƠN,  TỈNH ĐỒNG THÁP","10,4102861","106,5594761","Xã Đồng Sơn,Tỉnh Đồng Tháp",,,
3982,158130,2TGBICHHOA,CỬA HÀNG VẬT TƯ NÔNG NGHIỆP BÍCH HÒA,84377724194,82188011006,Đào Văn Dương,T15 - SÔNG TIỀN 3,"KHU PHỐ LONG PHƯỚC, PHƯỜNG MỸ PHƯỚC TÂY, TỈNH ĐỒNG THÁP","10,4944205","106,0974472","Phường Mỹ Phước Tây,Tỉnh Đồng Tháp",,,
3983,161871,2TGBICHNGA,HỘ KINH DOANH NGÔ THỊ BÍCH NGA,977977676,82170008361,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"ẤP THÂN ĐẠO, XÃ CHÂU THÀNH, TỈNH ĐỒNG THÁP","10,43609848","106,3309359","Xã Châu Thành,Tỉnh Đồng Tháp",,,
3984,158883,2TGBINH,BÌNH,854357331,8296405380,Ngô Trần Hữu Nhân,T15 - SÔNG TIỀN 3,"SỐ 57, ĐƯỜNG 862, KP DƯƠNG PHÚ, TT TÂN HÒA, HUYỆN GÒ CÔNG ĐÔNG, TỈNH TIỀN GIANG","10,3152849","106,709209","Xã Tân Hòa,Tỉnh Đồng Tháp",,,
3986,160226,2TGBUITHITHANHTU,BÙI THỊ THANH TÚ,,1200724805,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"ẤP BÌNH KHƯƠNG 1, XÃ BÌNH PHỤC NHỨT, HUYỆN CHỢ GẠO, TỈNH TIỀN GIANG","10,37376058","106,5158814","Xã An Thạnh Thủy,Tỉnh Đồng Tháp",,,
3987,161755,2TGBUITRONGNGHIA,HỘ KINH DOANH BÙI TRỌNG NGHĨA,84386593035,8102637427,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"ẤP GÒ XOÀI, XÃ TÂN TRUNG, THỊ XÃ GÒ CÔNG, TÌNH TIỀN GIANG","10,42345332","106,6948581","Phường Sơn Qui,Tỉnh Đồng Tháp",,,
3988,158295,2TGCAOTHICAMVAN,CAO THỊ CẨM VÂN,84985264020,8592288370,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"Tổ 1, ấp Mỹ Lược, xã Thiên Trung, huyện Cái Bè, tỉnh Tiền Giang.","10,4050557","105,9599694","Xã Mỹ Thiện,Tỉnh Đồng Tháp",,,
3989,147617,2TGCHANHUY,CƠ SỞ CHẤN HUY,84945242324,82076013398,Đào Văn Dương,T15 - SÔNG TIỀN 3,"ẤP TÂN XUÂN, XÃ TÂN HƯƠNG, TỈNH ĐỒNG THÁP","10,410849","106,2512249","Xã Tân Hương,Tỉnh Đồng Tháp",,,
3990,195446,2TGCHINSAM,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP CHÍN SẨM,983744361,82062001698,Đào Văn Dương,T15 - SÔNG TIỀN 3,"ẤP QUÍ THẠNH, XÃ TÂN PHÚ, TỈNH ĐỒNG THÁP","10,4106063","106,172464","Xã Tân Phú,Tỉnh Đồng Tháp",,,
3991,147742,2TGCUONGHANH,ĐẠI LÝ CƯỜNG HẠNH,84932985988,82086010821,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"ẤP THÂN ĐẠO, XÃ MỸ TỊNH AN, TỈNH ĐỒNG THÁP","10,35535306","106,1275762","Xã Mỹ Tịnh An,Tỉnh Đồng Tháp",,,
3992,156297,2TGDAILOC,ĐẠI LỘC,362491044,82076001780,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"TỔ 6, ẤP 2, XÃ THANH HƯNG, TỈNH ĐỒNG THÁP","10,3341947","105,8353513","Xã Thanh Hưng,Tỉnh Đồng Tháp",,,
3993,154031,2TGDAILYCHINDUOC,ĐẠI LÝ CHÍN DƯỢC,84919869980,1201099456,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"ẤP MỸ NGHĨA 1, MỸ ĐỨC TÂY, CÁI BÈ, TIỀN GIANG","10,3457033","105,9262611","Xã Mỹ Đức Tây,Tỉnh Đồng Tháp",,,
3995,158203,2TGDANGMINHSANG,ĐẶNG MINH SANG,84365855349,1200657997,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"ẤP THỚI HÒA, XÃ LONG BÌNH, TỈNH ĐỒNG THÁP","10,3113573","106,6230092","Xã Long Bình,Tỉnh Đồng Tháp",,,
3996,147316,2TGDANGQUANGQUI,ĐẶNG QUANG QUÍ,84977888959,82068009596,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"ẤP THÂN ĐẠO, XÃ MỸ TỊNH AN, TỈNH ĐỒNG THÁP","10,45221659","106,4140603","Xã Mỹ Tịnh An,Tỉnh Đồng Tháp",,,
3997,154033,2TGDANGTANHOA,ĐẶNG TẤN HÒA,84389410014,1200547024,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"ẤP 2, XÃ TÂN HƯNG, HUYỆN CÁI BÈ, TỈNH TIỀN GIANG","10,3687969","105,8455426","Xã Thanh Hưng,Tỉnh Đồng Tháp",,,
3998,161756,2TGDANGTHEHUNG,ĐẶNG THẾ HÙNG,989777674,1201274919,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"ẤP QUỚI AN, XÃ LONG BÌNH, TỈNH ĐỒNG THÁP","10,30744071","106,6452741","Xã Long Bình,Tỉnh Đồng Tháp",,,
3999,158187,2TGDANGTHIHONGPHAN,ĐẶNG THỊ HỒNG PHẤN,84795470138,1201444198,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"TỔ 9, ẤP MỸ ĐỨC C, XÃ MỸ ĐỨC ĐÔNG, CÁI BÈ, TIỀN GIANG.","10,3849166","105,9383176","Xã Mỹ Đức Tây,Tỉnh Đồng Tháp",,,
4000,195686,2TGDANGTHUAN,HỘ KINH DOANH CỬA HÀNG VTNN ĐẶNG THUẬN,355797938,8864134919-001,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"Tổ 3, ấp Lợi Nhơn, Xã Mỹ Lợi A, Huyện Cái Bè, Tỉnh Tiền Giang","10,3682569","105,8748121","Xã Mỹ Lợi,Tỉnh Đồng Tháp",,,
4001,147706,2TGDAOVANVUONG,ĐÀO VĂN VUÔNG,84973169167,82090011513,Đào Văn Dương,T15 - SÔNG TIỀN 3,"KHU PHỐ LONG PHƯỚC, PHƯỜNG MỸ PHƯỚC TÂY, TỈNH ĐỒNG THÁP","10,4772794","106,1222586","Phường Mỹ Phước Tây,Tỉnh Đồng Tháp",,,
4002,147317,2TGDNTNDONGHUE,DOANH NGHIỆP TƯ NHÂN ĐÔNG HUÊ,,1200426615,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"SỐ 191 Ô 1, KHU 2, THỊ TRẤN CHỢ GẠO, HUYỆN CHỢ GẠO, TỈNH TIỀN GIANG","10,35642271","106,4618186","Xã Chợ Gạo,Tỉnh Đồng Tháp",,,
4004,154363,2TGDOANVANTU,ĐOÀN VĂN TƯ,389377535,82062017589,Đào Văn Dương,T15 - SÔNG TIỀN 3,"ẤP 4, XÃ TÂN PHƯỚC 1, TỈNH ĐỒNG THÁP","10,4749295","106,1909606","Xã Tân Phước 1,Tỉnh Đồng Tháp",,,
4005,158843,2TGDODUYMY,ĐỖ DUY MỸ,906697505,1200595652,Ngô Trần Hữu Nhân,T15 - SÔNG TIỀN 3,"ẤP 2, XÃ TÂN PHƯỚC, GÒ CÔNG ĐÔNG, TIỀN GIANG","10,4584698","106,7215628","Xã Tân Đông,Tỉnh Đồng Tháp",,,
4006,154034,2TGDONGMINHTRIEU,ĐỒNG MINH TRIỀU,84372868838,1200313298,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"BÌNH TÂY, XÃ VĨNH BÌNH, TỈNH ĐỒNG THÁP","10,3563416","106,5484331","Xã Vĩnh Bình,Tỉnh Đồng Tháp",,,
4007,147319,2TGDUONGHONGSON,DƯƠNG HỒNG SON,949646944,82173001377,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"ẤP HẬU PHÚ 1, XÃ HẬU MỸ, ĐỒNG THÁP","10,50558165","105,9691417","Xã Hậu Mỹ,Tỉnh Đồng Tháp",,,
4008,147320,2TGDUONGTANLIEM,DƯƠNG TẤN LIÊM,84357367677,1200241886,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"ẤP TÂY HÒA, TAM BÌNH, CAI LẬY, TIỀN GIANG","10,314593","106,1689783","Xã Ngũ Hiệp,Tỉnh Đồng Tháp",,,
4009,197233,2TGDUYMINH,HỘ KINH DOANH DUY MINH,979944245,82092010875,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"Tổ 7, Ấp 5, Xã Tân Bình, Thị Xã Cai Lậy, Tiền Giang.","10,41143758","106,1085578","Phường Thanh Hòa,Tỉnh Đồng Tháp",,,
4010,158789,2TGGIAPHU,HKD CH VTNN GIA PHÚ,985130313,8471335795-001,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"ẤP MỸ TƯỜNG, XÃ THIỆN TRUNG, HUYỆN CÁI BÈ, TỈNH TIỀN GIANG","10,4122774","105,9507626","Xã Mỹ Thiện,Tỉnh Đồng Tháp",,,
4011,158884,2TGHAICHO,HKD HAI CHỚ,84916923603,1201619923,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"THẠNH HÒA TÂY, XÃ VĨNH BÌNH, TỈNH ĐỒNG THÁP","10,3330593","106,6103861","Xã Vĩnh Bình,Tỉnh Đồng Tháp",,,
4012,147879,2TGHAIDANG,HỘ KINH DANH HẢI ĐĂNG,84977881540,82089014367,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"TỔ 11, ẤP 2, XÃ HIỆP ĐỨC, TỈNH ĐỒNG THÁP","10,3668896","106,0762532","Xã Hiệp Đức,Tỉnh Đồng Tháp",,,
